date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:24:17	71107/71107	---M-Z	200	added ('OK')	text/css	date:Sun,%2026%20Nov%202023%2005:24:17%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1699467906351-57EZFPH2B9UY1CKJS6AA/static.css	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1699467906351-57EZFPH2B9UY1CKJS6AA/static.css	(from https://www.jonahpatenaude.com/)
00:24:22	276436/276436	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Nov%202023%2005:24:18%20GMT	https://www.jonahpatenaude.com/cart	C:/Users/Jonah/Desktop/Website/Portfolio/www.jonahpatenaude.com/cart.html	(from https://www.jonahpatenaude.com/)
00:24:31	179939/179939	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2026%20Nov%202023%2005:24:23%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.873f112badc9049b740a43e39def8d5d.js	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.873f112badc9049b740a43e39def8d5d.js	(from https://www.jonahpatenaude.com/)
00:24:31	773881/773881	---M-Z	200	added ('OK')	text/javascript	etag:%22e5e1c40c3dd90481507f690e59032375%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-5504a7ec1fe76d73c96cf-min.en-US.js	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/scripts-compressed/common-vendors-5504a7ec1fe76d73c96cf-min.en-US.js	(from https://www.jonahpatenaude.com/)
00:24:33	602067/602067	---M-Z	200	added ('OK')	text/javascript	etag:%22e4083f2208b80565c6c2dc1d38518672%22	http://assets.squarespace.com/universal/scripts-compressed/performance-85c169befa70d1218a030-min.en-US.js	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/scripts-compressed/performance-85c169befa70d1218a030-min.en-US.js	(from https://www.jonahpatenaude.com/)
00:24:43	1602299/1602299	---M-Z	200	added ('OK')	text/javascript	etag:%22ec372fcf92d9fe5aa35f79b28a5f99ed%22	http://assets.squarespace.com/universal/scripts-compressed/common-1dfb449b88cd47397ca7b-min.en-US.js	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/scripts-compressed/common-1dfb449b88cd47397ca7b-min.en-US.js	(from https://www.jonahpatenaude.com/)
00:24:43	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:43	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:43	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:44	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:44	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:44	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:44	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:44	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:45	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:45	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:45	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:45	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:46	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:46	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:46	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:46	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:47	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2001%20May%206012%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.1e.delayed	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:47	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:47	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2001%20May%206012%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:47	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:48	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2001%20May%206012%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:48	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:48	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2001%20May%206012%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:48	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:49	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2001%20May%206012%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:49	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:49	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:49	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
00:24:50	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/Jonah/Desktop/Website/Portfolio/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/653896eb39296a7a1041afea/2/5c5a519771c10ba3470d8101/653896eb39296a7a1041aff1/1465/site.css)
